Element,Wavelength,Z number,1s,2s,2p,3s,3p,3d,4s,4p,4d,4f,5s,5p,5d,6s,6p,Multiplicity,Term,Parity,J,E lower,1s,2s,2p,3s,3p,3d,4s,4p,4d,4f,5s,5p,5d,6s,6p,6d,7s,7p,7d,8s,8p,8d,9s,10s,Multiplicity,Term,Parity,J,E upper,T,w (A),d (A),
He,587.596626,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169087.8308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,31000,3.703703704,,
He,587.596626,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169087.8308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,35000,3.741176471,-0.2,
He,587.596626,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169087.8308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,36000,4.016393443,,
He,587.596626,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169087.8308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,42000,4.030612245,-0.285714286,
He,587.596626,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169087.8308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,1,1,186101.5929,44600,4.183673469,-0.191836735,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19000,8.9,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19100,8.723404255,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19200,8.066914498,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,22100,9.236111111,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,30150,9.133126935,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,35550,7.718550107,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,36450,10.3250774,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,39600,10.12468828,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,40950,9.936102236,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,41100,10.33259424,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,41350,9.910071942,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,41850,9.805825243,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,42050,9.036885246,,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19300,9.2,6,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,21400,9.117647059,5.882352941,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,22700,9.111111111,6,
He,471.3139163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,2,169086.7665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,23600,9.152542373,5.762711864,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19000,8.9,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19100,8.723404255,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19200,8.066914498,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,22100,9.236111111,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,30150,9.133126935,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,35550,7.718550107,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,36450,10.3250774,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,39600,10.12468828,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,40950,9.936102236,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,41100,10.33259424,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,41350,9.910071942,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,41850,9.805825243,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,42050,9.036885246,,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19300,9.2,6,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,21400,9.117647059,5.882352941,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,22700,9.111111111,6,
He,471.3156145,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,1,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,23600,9.152542373,5.762711864,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19000,8.9,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19100,8.723404255,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19200,8.066914498,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,22100,9.236111111,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,30150,9.133126935,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,35550,7.718550107,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,36450,10.3250774,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,39600,10.12468828,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,40950,9.936102236,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,41100,10.33259424,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,41350,9.910071942,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,41850,9.805825243,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,42050,9.036885246,,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,19300,9.2,6,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,21400,9.117647059,5.882352941,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,22700,9.111111111,6,
He,471.3375674,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P,0,0,169086.8429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,S,1,1,190298.1133,23600,9.152542373,5.762711864,
I,804.374,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,2.5,54633.46,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,4,P,0,1.5,67062.13,9300,3.523809524,,
I,804.374,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,2.5,54633.46,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,4,P,0,1.5,67062.13,9400,,1.043478261,
I,558.636,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,2.5,54633.46,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,4,D,0,2.5,72529.182,9400,1.739130435,,
I,576.433,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,4,D,0,2.5,72529.182,9400,1.608695652,,
I,608.243,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,2,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,4,D,0,2.5,72529.182,9300,,0.428571429,
I,608.243,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,2,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,4,D,0,2.5,72529.182,9400,1.913043478,,
I,629.398,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,2,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,4,D,0,1.5,71976.775,9400,1.782608696,,
I,542.706,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,2.5,54633.46,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,2,P,0,1.5,73054.598,9400,1.652173913,,
I,589.403,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,2,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,2,P,0,1.5,73054.598,9200,,0.555555556,
I,589.403,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,2,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,2,P,0,1.5,73054.598,9400,1.869565217,,
I,635.916,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,2,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,2,S,0,0.5,71813.958,9300,1.818181818,,
I,486.232,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,2.5,54633.46,2,2,6,2,6,10,2,6,10,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4,D,0,3.5,75194.056,9400,5.652173913,,
I,486.232,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,2.5,54633.46,2,2,6,2,6,10,2,6,10,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4,D,0,3.5,75194.056,9400,,2.227272727,
I,523.457,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,2,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,2,D,0,2.5,75191.337,9200,,2.5,
I,523.457,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,2,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,2,D,0,2.5,75191.337,9400,6.043478261,,
I,489.675,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,2.5,54633.46,2,2,6,2,6,10,2,6,10,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4,S,0,2.5,74965.635,9400,5.217391304,,
I,491.694,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,2.5,54633.46,2,2,6,2,6,10,2,6,10,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4,P,0,2.5,74965.635,9200,,2.5,
I,491.694,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,2.5,54633.46,2,2,6,2,6,10,2,6,10,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4,P,0,2.5,74965.635,9400,5.47826087,,
I,511.929,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,2,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4,P,0,1.5,75621.427,9200,,3.333333333,
I,511.929,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,2,P,1,1.5,56092.881,2,2,6,2,6,10,2,6,10,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4,P,0,1.5,75621.427,9400,6.826086957,,
I,410.223,53,2,2,6,2,6,10,2,6,10,0,2,4,0,1,0,4,P,1,2.5,54633.46,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,4,D,0,2.5,78592.572,9400,1.260869565,,
I,770.02,53,2,2,6,2,6,10,2,6,10,0,2,4,1,0,0,2,D,1,2.5,66020.469,2,2,6,2,6,10,2,6,10,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,4,D,0,3.5,79003.596,9300,7.35,,
Pb,261.418,82,2,2,6,2,6,10,2,6,10,14,2,6,10,2,2,3,P,1,1,7819.2626,2,2,6,2,6,10,2,6,10,14,2,6,10,2,1,1,0,0,0,0,0,0,0,0,3,D,0,2,46060.8364,24000,0.209,-0.021,
Pb,261.365,82,2,2,6,2,6,10,2,6,10,14,2,6,10,2,2,3,P,1,1,7819.2626,2,2,6,2,6,10,2,6,10,14,2,6,10,2,1,1,0,0,0,0,0,0,0,0,3,D,0,1,46060.8364,24000,0.209,-0.021,
Pb,280.199,82,2,2,6,2,6,10,2,6,10,14,2,6,10,2,2,3,P,1,2,10650.3271,2,2,6,2,6,10,2,6,10,14,2,6,10,2,1,1,0,0,0,0,0,0,0,0,3,F,0,3,46328.6668,24000,0.274,-0.017,
Pb,287.332,82,2,2,6,2,6,10,2,6,10,14,2,6,10,2,2,3,P,1,2,10650.3271,2,2,6,2,6,10,2,6,10,14,2,6,10,2,1,1,0,0,0,0,0,0,0,0,3,F,0,2,45443.171,24000,0.2,0.007,
Pb,266.361,82,2,2,6,2,6,10,2,6,10,14,2,6,10,2,2,3,P,1,2,10650.3271,2,2,6,2,6,10,2,6,10,14,2,6,10,2,1,0,1,0,0,0,0,0,0,0,3,P,0,2,48188.6296,24000,0.081,0.049,
Pb,405.781,82,2,2,6,2,6,10,2,6,10,14,2,6,10,2,2,3,P,1,2,10650.3271,2,2,6,2,6,10,2,6,10,14,2,6,10,2,1,0,1,0,0,0,0,0,0,0,3,P,0,1,35287.2244,24000,0.16,0.11,
Pb,363.957,82,2,2,6,2,6,10,2,6,10,14,2,6,10,2,2,3,P,1,1,7819.2626,2,2,6,2,6,10,2,6,10,14,2,6,10,2,1,0,1,0,0,0,0,0,0,0,3,P,0,1,35287.2244,24000,0.13,0.093636364,
Pb,368.346,82,2,2,6,2,6,10,2,6,10,14,2,6,10,2,2,3,P,1,1,7819.2626,2,2,6,2,6,10,2,6,10,14,2,6,10,2,1,0,1,0,0,0,0,0,0,0,3,P,0,0,34959.9084,24000,0.13,0.093636364,
Pb,283.306,82,2,2,6,2,6,10,2,6,10,14,2,6,10,2,2,3,P,1,0,0,2,2,6,2,6,10,2,6,10,14,2,6,10,2,1,0,1,0,0,0,0,0,0,0,3,P,0,1,35287.2244,24000,0.077,0.062,
Pb,373.994,82,2,2,6,2,6,10,2,6,10,14,2,6,10,2,2,1,D,1,2,21457.7982,2,2,6,2,6,10,2,6,10,14,2,6,10,2,1,0,1,0,0,0,0,0,0,0,3,P,0,1,48188.6296,24000,0.14,0.093636364,
N,119.955,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,S,0,1.5,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,P,1,2.5,83364.62,12500,0.0068,,
N,120.223,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,S,0,1.5,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,P,1,1.5,83317.83,12500,0.0068,,
N,120.071,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,S,0,1.5,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,P,1,0.5,83284.07,12500,0.0068,,
N,149.263,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,D,0,2.5,19224.464,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P,1,1.5,86220.51,12500,0.025,,
N,149.282,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,D,0,1.5,19223.177,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P,1,1.5,86220.51,12500,0.025,,
N,149.4675,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,D,0,1.5,19223.177,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P,1,0.5,86137.35,12500,0.025,,
N,124.318,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,D,0,2.5,19224.464,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,1,2.5,99663.427,12500,0.038,,
N,124.3306,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,D,0,1.5,19223.177,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,1,1.5,99663.912,12500,0.038,,
N,124.317,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,D,0,2.5,19224.464,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,1,1.5,99663.912,12500,0.038,,
N,124.3313,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,D,0,1.5,19223.177,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,1,2.5,99663.427,12500,0.038,,
N,117.651,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,D,0,2.5,19224.464,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P,1,1.5,104221.63,12500,0.072,,
N,117.769,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,D,0,1.5,19223.177,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P,1,0.5,104144.82,12500,0.072,,
N,117.663,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,D,0,1.5,19223.177,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P,1,1.5,104221.63,12500,0.072,,
N,174.273,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,P,0,1.5,28839.306,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P,1,1.5,86220.51,12500,0.035,,
N,174.525,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,P,0,0.5,28838.92,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P,1,0.5,86137.35,12500,0.035,,
N,174.526,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,P,0,1.5,28839.306,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P,1,0.5,86137.35,12500,0.035,,
N,174.272,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,P,0,0.5,28838.92,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P,1,1.5,86220.51,12500,0.035,,
N,141.195,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,P,0,1.5,28839.306,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,1,2.5,99663.427,12500,0.055,,
N,141.193,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,P,0,0.5,28838.92,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,1,1.5,99663.912,12500,0.055,,
N,141.194,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,P,0,1.5,28839.306,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,1,1.5,99663.912,12500,0.055,,
